NOC,Year,Gold,Silver,Bronze,Total,AthleteCount,SportCount,EventCount,HasMedal,SexRatio,isHost
SMR,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SOL,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SOM,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SRB,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SRI,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SSD,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
STP,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SUD,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SUI,1900,6,2,1,9,18.0,4.0,14.0,1.0,0.0,0
SUR,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SVK,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SWE,1900,0,0,1,1,10.0,4.0,16.0,1.0,0.0,0
SWZ,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SYR,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TAN,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TGA,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
THA,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TJK,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TKM,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TLS,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TOG,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TPE,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TTO,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TUN,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TUR,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TUV,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
UAE,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
UGA,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
UKR,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
URU,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
USA,1900,19,14,15,48,75.0,10.0,41.0,1.0,0.0,0
UZB,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
VAN,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
VEN,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
VIE,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
VIN,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
YEM,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ZAM,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ZIM,1900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AFG,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ALB,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ALG,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AND,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ANG,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ANT,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ARG,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ARM,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ARU,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ASA,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AUS,1904,0,3,1,4,2.0,2.0,6.0,1.0,0.0,0
AUT,1904,1,1,1,3,2.0,2.0,7.0,1.0,0.0,0
AZE,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BAH,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BAN,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BAR,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BDI,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BEL,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BEN,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BER,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BHU,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BIH,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BIZ,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BLR,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BOL,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BOT,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BRA,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BRN,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BRU,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BUL,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BUR,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CAF,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CAM,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CAN,1904,4,1,1,6,55.0,6.0,15.0,1.0,0.0,0
CAY,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CGO,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CHA,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CHI,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CHN,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CIV,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CMR,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
COD,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
COK,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
COL,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
COM,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CPV,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CRC,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CRO,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CUB,1904,3,0,0,3,3.0,2.0,5.0,1.0,0.0,0
CYP,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CZE,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
DEN,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
DJI,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
DMA,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
DOM,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ECU,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
EGY,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ERI,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ESA,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ESP,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
EST,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ETH,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
FIJ,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
FIN,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
FRA,1904,0,1,0,1,1.0,1.0,2.0,1.0,0.0,0
FSM,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GAB,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GAM,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GBR,1904,1,1,0,2,6.0,3.0,4.0,1.0,0.0,0
GBS,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GEO,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GEQ,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GER,1904,4,5,6,15,22.0,9.0,25.0,1.0,0.0,0
GHA,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GRE,1904,1,0,1,2,14.0,3.0,5.0,1.0,0.0,0
GRN,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GUA,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GUI,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GUM,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GUY,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
HAI,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
HKG,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
HON,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
HUN,1904,2,1,1,4,4.0,2.0,9.0,1.0,0.0,0
INA,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
IND,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
IRI,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
IRL,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
IRQ,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ISL,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ISR,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ISV,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ITA,1904,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0
IVB,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
JAM,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
JOR,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
JPN,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KAZ,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KEN,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KGZ,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KIR,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KOR,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KOS,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KSA,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KUW,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LAO,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LAT,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LBA,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LBN,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LBR,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LCA,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LES,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LIE,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LTU,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LUX,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MAD,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MAR,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MAS,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MAW,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MDA,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MDV,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MEX,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MGL,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MHL,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MKD,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MLI,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MLT,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MNE,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MON,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MOZ,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MRI,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MTN,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MYA,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
Mixed team,1904,2,1,1,4,,,,,,0
NAM,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NCA,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NED,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NEP,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NGR,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NIG,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NOR,1904,2,0,0,2,3.0,2.0,6.0,1.0,0.0,0
NRU,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NZL,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
OMA,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PAK,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PAN,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PAR,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PER,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PHI,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PLE,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PLW,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PNG,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
POL,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
POR,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PRK,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PUR,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
QAT,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ROU,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
RSA,1904,0,0,0,0,8.0,2.0,2.0,0.0,0.0,0
RUS,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
RWA,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SAM,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SEN,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SEY,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SGP,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SKN,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SLE,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SLO,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SMR,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SOL,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SOM,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SRB,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SRI,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SSD,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
STP,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SUD,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SUI,1904,1,0,2,3,3.0,2.0,4.0,1.0,0.0,0
SUR,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SVK,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SWE,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SWZ,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SYR,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TAN,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TGA,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
THA,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TJK,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TKM,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TLS,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TOG,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TPE,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TTO,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TUN,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TUR,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TUV,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
UAE,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
UGA,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
UKR,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
URU,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
USA,1904,76,78,77,231,518.0,18.0,95.0,1.0,0.0,1
UZB,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
VAN,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
VEN,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
VIE,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
VIN,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
YEM,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ZAM,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ZIM,1904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AFG,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ALB,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ALG,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AND,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ANG,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ANT,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ARG,1908,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0
ARM,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ARU,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ASA,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AUS,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AUT,1908,0,0,1,1,7.0,4.0,10.0,1.0,0.0,0
AZE,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
Australasia,1908,1,2,2,5,,,,,,0
BAH,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BAN,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BAR,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BDI,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BEL,1908,1,5,2,8,70.0,11.0,33.0,1.0,0.0,0
BEN,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BER,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BHU,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BIH,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BIZ,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BLR,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BOL,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BOT,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BRA,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BRN,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BRU,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BUL,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BUR,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
Bohemia,1908,0,0,2,2,,,,,,0
CAF,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CAM,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CAN,1908,3,3,10,16,87.0,11.0,42.0,1.0,0.0,0
CAY,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CGO,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CHA,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CHI,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CHN,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CIV,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CMR,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
COD,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
COK,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
COL,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
COM,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CPV,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CRC,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CRO,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CUB,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CYP,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CZE,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
DEN,1908,0,2,3,5,78.0,8.0,27.0,1.0,0.0,0
DJI,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
DMA,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
DOM,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ECU,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
EGY,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ERI,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ESA,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ESP,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
EST,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ETH,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
FIJ,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
FIN,1908,1,1,3,5,62.0,6.0,23.0,1.0,0.0,0
FRA,1908,5,5,9,19,208.0,13.0,54.0,1.0,0.0,0
FSM,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GAB,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GAM,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GBR,1908,56,51,39,146,732.0,24.0,108.0,1.0,0.0,1
GBS,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GEO,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GEQ,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GER,1908,3,5,5,13,82.0,12.0,41.0,1.0,0.0,0
GHA,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GRE,1908,0,3,1,4,20.0,3.0,25.0,1.0,0.0,0
GRN,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GUA,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GUI,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GUM,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GUY,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
HAI,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
HKG,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
HON,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
HUN,1908,3,4,2,9,65.0,8.0,37.0,1.0,0.0,0
INA,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
IND,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
IRI,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
IRL,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
IRQ,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ISL,1908,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0
ISR,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ISV,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ITA,1908,2,2,0,4,66.0,8.0,30.0,1.0,0.0,0
IVB,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
JAM,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
JOR,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
JPN,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KAZ,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KEN,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KGZ,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KIR,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KOR,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KOS,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KSA,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KUW,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LAO,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LAT,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LBA,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LBN,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LBR,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LCA,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LES,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LIE,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LTU,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LUX,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MAD,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MAR,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MAS,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MAW,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MDA,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MDV,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MEX,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MGL,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MHL,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MKD,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MLI,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MLT,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MNE,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MON,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MOZ,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
